TimeGenerated,Caller,CallerIpAddress,OperationNameValue,ActivityStatusValue,ActivitySubstatusValue,CategoryValue,Level,ResourceGroup,Resource,_ResourceId,ResourceProviderValue,SubscriptionId,CorrelationId,Authorization_d,Claims_d,Properties_d
2026-06-10T10:02:09Z,alexw@contoso.com,91.219.236.18,Microsoft.Storage/storageAccounts/listAccountSas/action,Succeeded,OK (HTTP Status Code: 200),Administrative,Informational,rg-finance-prod,stcontosofin,/subscriptions/11112222-3333-4444-5555-666677778888/resourceGroups/rg-finance-prod/providers/Microsoft.Storage/storageAccounts/stcontosofin,Microsoft.Storage,11112222-3333-4444-5555-666677778888,6f3a7b50-2004-4104-9d99-bb0000000013,"{""action"":""Microsoft.Storage/storageAccounts/listAccountSas/action"",""scope"":""/subscriptions/11112222-3333-4444-5555-666677778888/resourceGroups/rg-finance-prod/providers/Microsoft.Storage/storageAccounts/stcontosofin""}","{""appid"":""1950a258-227b-4e31-a9cf-717495945fc2"",""ipaddr"":""91.219.236.18"",""name"":""alexw@contoso.com"",""oid"":""f9f9f9f9-5005-4005-8005-500000000005"",""tid"":""a1b2c3d4-1111-2222-3333-444455556666""}","{""statusCode"":""OK"",""eventCategory"":""Administrative""}"
2026-06-10T10:09:55Z,itadmin@contoso.com,52.170.12.45,Microsoft.Storage/storageAccounts/write,Succeeded,OK (HTTP Status Code: 200),Administrative,Informational,rg-corp-it,stcontosolog,/subscriptions/11112222-3333-4444-5555-666677778888/resourceGroups/rg-corp-it/providers/Microsoft.Storage/storageAccounts/stcontosolog,Microsoft.Storage,11112222-3333-4444-5555-666677778888,4a8d9c60-1006-4f06-8aaa-aa0000000006,"{""action"":""Microsoft.Storage/storageAccounts/write"",""scope"":""/subscriptions/11112222-3333-4444-5555-666677778888/resourceGroups/rg-corp-it/providers/Microsoft.Storage/storageAccounts/stcontosolog""}","{""appid"":""04b07795-8ddb-461a-bbee-02f9e1bf7b46"",""ipaddr"":""52.170.12.45"",""name"":""itadmin@contoso.com"",""oid"":""a1a1a1a1-3003-4003-8003-300000000003""}","{""statusCode"":""OK"",""eventCategory"":""Administrative""}"
2026-06-10T10:14:31Z,alexw@contoso.com,185.220.101.2,Microsoft.Network/networkSecurityGroups/securityRules/write,Started,,Administrative,Warning,rg-finance-prod,nsg-fin-allow-egress,/subscriptions/11112222-3333-4444-5555-666677778888/resourceGroups/rg-finance-prod/providers/Microsoft.Network/networkSecurityGroups/nsg-fin/securityRules/Allow-Any-Outbound,Microsoft.Network,11112222-3333-4444-5555-666677778888,7d4e1f70-2005-4105-9eaa-bb0000000014,"{""action"":""Microsoft.Network/networkSecurityGroups/securityRules/write"",""scope"":""/subscriptions/11112222-3333-4444-5555-666677778888/resourceGroups/rg-finance-prod/providers/Microsoft.Network/networkSecurityGroups/nsg-fin/securityRules/Allow-Any-Outbound""}","{""appid"":""1950a258-227b-4e31-a9cf-717495945fc2"",""ipaddr"":""185.220.101.2"",""name"":""alexw@contoso.com"",""oid"":""f9f9f9f9-5005-4005-8005-500000000005"",""tid"":""a1b2c3d4-1111-2222-3333-444455556666""}","{""eventCategory"":""Administrative"",""requestbody"":""{\""properties\"":{\""access\"":\""Allow\"",\""direction\"":\""Outbound\"",\""destinationAddressPrefix\"":\""*\"",\""destinationPortRange\"":\""*\""}}""}"
2026-06-10T10:14:48Z,alexw@contoso.com,185.220.101.2,Microsoft.Network/networkSecurityGroups/securityRules/write,Succeeded,OK (HTTP Status Code: 200),Administrative,Warning,rg-finance-prod,nsg-fin-allow-egress,/subscriptions/11112222-3333-4444-5555-666677778888/resourceGroups/rg-finance-prod/providers/Microsoft.Network/networkSecurityGroups/nsg-fin/securityRules/Allow-Any-Outbound,Microsoft.Network,11112222-3333-4444-5555-666677778888,7d4e1f70-2005-4105-9eaa-bb0000000014,"{""action"":""Microsoft.Network/networkSecurityGroups/securityRules/write"",""scope"":""/subscriptions/11112222-3333-4444-5555-666677778888/resourceGroups/rg-finance-prod/providers/Microsoft.Network/networkSecurityGroups/nsg-fin/securityRules/Allow-Any-Outbound""}","{""appid"":""1950a258-227b-4e31-a9cf-717495945fc2"",""ipaddr"":""185.220.101.2"",""name"":""alexw@contoso.com"",""oid"":""f9f9f9f9-5005-4005-8005-500000000005"",""tid"":""a1b2c3d4-1111-2222-3333-444455556666""}","{""statusCode"":""OK"",""eventCategory"":""Administrative"",""entity"":""/subscriptions/11112222-3333-4444-5555-666677778888/resourceGroups/rg-finance-prod/providers/Microsoft.Network/networkSecurityGroups/nsg-fin/securityRules/Allow-Any-Outbound""}"
2026-06-10T10:21:37Z,alexw@contoso.com,91.219.236.18,Microsoft.KeyVault/vaults/accessPolicies/write,Succeeded,OK (HTTP Status Code: 200),Administrative,Warning,rg-finance-prod,kv-contoso-prod,/subscriptions/11112222-3333-4444-5555-666677778888/resourceGroups/rg-finance-prod/providers/Microsoft.KeyVault/vaults/kv-contoso-prod,Microsoft.KeyVault,11112222-3333-4444-5555-666677778888,9e5f2a80-2006-4106-9faa-bb0000000015,"{""action"":""Microsoft.KeyVault/vaults/accessPolicies/write"",""scope"":""/subscriptions/11112222-3333-4444-5555-666677778888/resourceGroups/rg-finance-prod/providers/Microsoft.KeyVault/vaults/kv-contoso-prod""}","{""appid"":""1950a258-227b-4e31-a9cf-717495945fc2"",""ipaddr"":""91.219.236.18"",""name"":""alexw@contoso.com"",""oid"":""f9f9f9f9-5005-4005-8005-500000000005"",""tid"":""a1b2c3d4-1111-2222-3333-444455556666""}","{""statusCode"":""OK"",""eventCategory"":""Administrative"",""message"":""Microsoft.KeyVault/vaults/accessPolicies/write""}"
2026-06-10T10:24:12Z,svc-backup@contoso.com,185.220.101.2,Microsoft.KeyVault/vaults/secrets/read,Failed,Forbidden (HTTP Status Code: 403),Administrative,Error,rg-finance-prod,kv-contoso-prod,/subscriptions/11112222-3333-4444-5555-666677778888/resourceGroups/rg-finance-prod/providers/Microsoft.KeyVault/vaults/kv-contoso-prod,Microsoft.KeyVault,11112222-3333-4444-5555-666677778888,2a6e3b90-2007-4107-80bb-bb0000000016,"{""action"":""Microsoft.KeyVault/vaults/secrets/read"",""scope"":""/subscriptions/11112222-3333-4444-5555-666677778888/resourceGroups/rg-finance-prod/providers/Microsoft.KeyVault/vaults/kv-contoso-prod""}","{""appid"":""bb00bb00-6006-4006-8006-600000000006"",""ipaddr"":""185.220.101.2"",""idtyp"":""app"",""oid"":""bb00bb00-6006-4006-8006-600000000006"",""tid"":""a1b2c3d4-1111-2222-3333-444455556666""}","{""statusCode"":""Forbidden"",""eventCategory"":""Administrative"",""message"":""The user, group or application does not have secrets get permission on key vault""}"
2026-06-10T10:31:05Z,alexw@contoso.com,91.219.236.18,Microsoft.Storage/storageAccounts/listKeys/action,Succeeded,OK (HTTP Status Code: 200),Administrative,Informational,rg-finance-prod,stcontosofin,/subscriptions/11112222-3333-4444-5555-666677778888/resourceGroups/rg-finance-prod/providers/Microsoft.Storage/storageAccounts/stcontosofin,Microsoft.Storage,11112222-3333-4444-5555-666677778888,5b7f4ca0-2008-4108-81bb-bb0000000017,"{""action"":""Microsoft.Storage/storageAccounts/listKeys/action"",""scope"":""/subscriptions/11112222-3333-4444-5555-666677778888/resourceGroups/rg-finance-prod/providers/Microsoft.Storage/storageAccounts/stcontosofin""}","{""appid"":""1950a258-227b-4e31-a9cf-717495945fc2"",""ipaddr"":""91.219.236.18"",""name"":""alexw@contoso.com"",""oid"":""f9f9f9f9-5005-4005-8005-500000000005"",""tid"":""a1b2c3d4-1111-2222-3333-444455556666""}","{""statusCode"":""OK"",""eventCategory"":""Administrative""}"
2026-06-10T10:37:22Z,svc-backup@contoso.com,185.220.101.2,Microsoft.Compute/virtualMachines/runCommand/action,Succeeded,OK (HTTP Status Code: 200),Administrative,Warning,rg-finance-prod,vm-fin-app-01,/subscriptions/11112222-3333-4444-5555-666677778888/resourceGroups/rg-finance-prod/providers/Microsoft.Compute/virtualMachines/vm-fin-app-01,Microsoft.Compute,11112222-3333-4444-5555-666677778888,8c9f5db0-2009-4109-82bb-bb0000000018,"{""action"":""Microsoft.Compute/virtualMachines/runCommand/action"",""scope"":""/subscriptions/11112222-3333-4444-5555-666677778888/resourceGroups/rg-finance-prod/providers/Microsoft.Compute/virtualMachines/vm-fin-app-01""}","{""appid"":""bb00bb00-6006-4006-8006-600000000006"",""ipaddr"":""185.220.101.2"",""idtyp"":""app"",""oid"":""bb00bb00-6006-4006-8006-600000000006"",""tid"":""a1b2c3d4-1111-2222-3333-444455556666""}","{""statusCode"":""OK"",""eventCategory"":""Administrative"",""message"":""RunPowerShellScript""}"
2026-06-10T10:44:08Z,dvora@contoso.com,20.98.111.30,Microsoft.Resources/deployments/write,Succeeded,OK (HTTP Status Code: 200),Administrative,Informational,rg-finance-prod,deploy-patch-1006,/subscriptions/11112222-3333-4444-5555-666677778888/resourceGroups/rg-finance-prod/providers/Microsoft.Resources/deployments/deploy-patch-1006,Microsoft.Resources,11112222-3333-4444-5555-666677778888,3a1b6c70-1007-4007-83cc-aa0000000007,"{""action"":""Microsoft.Resources/deployments/write"",""scope"":""/subscriptions/11112222-3333-4444-5555-666677778888/resourceGroups/rg-finance-prod""}","{""appid"":""04b07795-8ddb-461a-bbee-02f9e1bf7b46"",""ipaddr"":""20.98.111.30"",""name"":""dvora@contoso.com"",""oid"":""c4d4d4d4-2002-4002-8002-200000000002""}","{""statusCode"":""OK"",""eventCategory"":""Administrative""}"
2026-06-10T10:52:40Z,itadmin@contoso.com,52.170.12.45,Microsoft.Authorization/roleAssignments/write,Succeeded,Created (HTTP Status Code: 201),Administrative,Informational,rg-corp-it,9c2d4f10-reader,/subscriptions/11112222-3333-4444-5555-666677778888/resourceGroups/rg-corp-it/providers/Microsoft.Authorization/roleAssignments/9c2d4f10-reader,Microsoft.Authorization,11112222-3333-4444-5555-666677778888,4b2c7d80-1008-4008-84cc-aa0000000008,"{""action"":""Microsoft.Authorization/roleAssignments/write"",""scope"":""/subscriptions/11112222-3333-4444-5555-666677778888/resourceGroups/rg-corp-it"",""evidence"":{""role"":""Reader"",""principalType"":""Group""}}","{""appid"":""04b07795-8ddb-461a-bbee-02f9e1bf7b46"",""ipaddr"":""52.170.12.45"",""name"":""itadmin@contoso.com"",""oid"":""a1a1a1a1-3003-4003-8003-300000000003""}","{""statusCode"":""Created"",""eventCategory"":""Administrative""}"
2026-06-10T11:03:14Z,meganb@contoso.com,52.170.12.45,Microsoft.Web/sites/write,Succeeded,OK (HTTP Status Code: 200),Administrative,Informational,rg-marketing,app-contoso-portal,/subscriptions/11112222-3333-4444-5555-666677778888/resourceGroups/rg-marketing/providers/Microsoft.Web/sites/app-contoso-portal,Microsoft.Web,11112222-3333-4444-5555-666677778888,5c3d8e90-1009-4009-85cc-aa0000000009,"{""action"":""Microsoft.Web/sites/write"",""scope"":""/subscriptions/11112222-3333-4444-5555-666677778888/resourceGroups/rg-marketing/providers/Microsoft.Web/sites/app-contoso-portal""}","{""appid"":""1950a258-227b-4e31-a9cf-717495945fc2"",""ipaddr"":""52.170.12.45"",""name"":""meganb@contoso.com"",""oid"":""b2b2b2b2-4004-4004-8004-400000000004""}","{""statusCode"":""OK"",""eventCategory"":""Administrative""}"
2026-06-10T11:11:59Z,dvora@contoso.com,20.98.111.30,Microsoft.Insights/diagnosticSettings/write,Succeeded,OK (HTTP Status Code: 200),Administrative,Informational,rg-corp-it,diag-vnet-hub,/subscriptions/11112222-3333-4444-5555-666677778888/resourceGroups/rg-corp-it/providers/Microsoft.Network/virtualNetworks/vnet-hub/providers/Microsoft.Insights/diagnosticSettings/diag-vnet-hub,Microsoft.Insights,11112222-3333-4444-5555-666677778888,6d4e9fa0-1010-4010-86cc-aa0000000010,"{""action"":""Microsoft.Insights/diagnosticSettings/write"",""scope"":""/subscriptions/11112222-3333-4444-5555-666677778888/resourceGroups/rg-corp-it/providers/Microsoft.Network/virtualNetworks/vnet-hub""}","{""appid"":""04b07795-8ddb-461a-bbee-02f9e1bf7b46"",""ipaddr"":""20.98.111.30"",""name"":""dvora@contoso.com"",""oid"":""c4d4d4d4-2002-4002-8002-200000000002""}","{""statusCode"":""OK"",""eventCategory"":""Administrative""}"
2026-06-10T11:19:46Z,alexw@contoso.com,91.219.236.18,Microsoft.Authorization/roleAssignments/delete,Succeeded,OK (HTTP Status Code: 200),Administrative,Informational,rg-finance-prod,4e2c9f81-owner,/subscriptions/11112222-3333-4444-5555-666677778888/resourceGroups/rg-finance-prod/providers/Microsoft.Authorization/roleAssignments/4e2c9f81-owner,Microsoft.Authorization,11112222-3333-4444-5555-666677778888,7e5facb0-2010-4110-87bb-bb0000000019,"{""action"":""Microsoft.Authorization/roleAssignments/delete"",""scope"":""/subscriptions/11112222-3333-4444-5555-666677778888/resourceGroups/rg-finance-prod"",""evidence"":{""role"":""Owner""}}","{""appid"":""1950a258-227b-4e31-a9cf-717495945fc2"",""ipaddr"":""91.219.236.18"",""name"":""alexw@contoso.com"",""oid"":""f9f9f9f9-5005-4005-8005-500000000005"",""tid"":""a1b2c3d4-1111-2222-3333-444455556666""}","{""statusCode"":""OK"",""eventCategory"":""Administrative"",""message"":""cleanup""}"
2026-06-10T11:27:33Z,jamest@contoso.com,52.170.12.45,Microsoft.Compute/disks/write,Succeeded,OK (HTTP Status Code: 200),Administrative,Informational,rg-marketing,disk-web-data-01,/subscriptions/11112222-3333-4444-5555-666677778888/resourceGroups/rg-marketing/providers/Microsoft.Compute/disks/disk-web-data-01,Microsoft.Compute,11112222-3333-4444-5555-666677778888,8f6abdc0-1011-4011-88cc-aa0000000011,"{""action"":""Microsoft.Compute/disks/write"",""scope"":""/subscriptions/11112222-3333-4444-5555-666677778888/resourceGroups/rg-marketing/providers/Microsoft.Compute/disks/disk-web-data-01""}","{""appid"":""04b07795-8ddb-461a-bbee-02f9e1bf7b46"",""ipaddr"":""52.170.12.45"",""name"":""jamest@contoso.com"",""oid"":""d3d3d3d3-7007-4007-8007-700000000007""}","{""statusCode"":""OK"",""eventCategory"":""Administrative""}"
