
TimeGenerated,UserPrincipalName,AccountName,SourceIP,DestinationIP,Computer,CorrelationId,EventName,EventID,LogonType
2026-02-04 08:54:00,user4@contoso.com,user4,203.0.113.13,10.0.0.4,HOST04,session_04,RemoteServiceStart,4625,RDP
2026-02-04 08:58:00,user4@contoso.com,user4,203.0.113.13,10.0.0.5,HOST04,session_04,RemoteDesktopConnect,4648,RDP
2026-02-04 09:02:00,user4@contoso.com,user4,203.0.113.13,10.0.0.6,HOST04,session_04,RDPLogin,4648,RDP
2026-02-04 09:06:00,user4@contoso.com,user4,203.0.113.13,10.0.0.7,HOST04,session_04,RemoteServiceStart,4648,RDP
2026-02-04 09:10:00,user4@contoso.com,user4,203.0.113.13,10.0.0.8,HOST04,session_04,RDPLogin,4624,RDP
2026-02-04 09:14:00,user4@contoso.com,user4,203.0.113.13,10.0.0.9,HOST04,session_04,RemoteDesktopConnect,4648,RDP
2026-02-04 09:18:00,user4@contoso.com,user4,203.0.113.13,10.0.0.10,HOST04,session_04,RemoteDesktopConnect,4624,RDP
2026-02-05 08:42:00,user5@contoso.com,user5,203.0.113.14,10.0.0.1,HOST05,session_05,RemoteServiceStart,4624,RDP
2026-02-05 08:46:00,user5@contoso.com,user5,203.0.113.14,10.0.0.2,HOST05,session_05,RDPLogin,4624,RDP
2026-02-05 08:50:00,user5@contoso.com,user5,203.0.113.14,10.0.0.3,HOST05,session_05,RemoteDesktopConnect,4624,RDP
2026-02-05 08:54:00,user5@contoso.com,user5,203.0.113.14,10.0.0.4,HOST05,session_05,RemoteDesktopConnect,4648,RDP
2026-02-05 08:58:00,user5@contoso.com,user5,203.0.113.14,10.0.0.5,HOST05,session_05,RDPLogin,4625,RDP
2026-02-05 09:02:00,user5@contoso.com,user5,203.0.113.14,10.0.0.6,HOST05,session_05,RDPLogin,4648,RDP
2026-02-05 09:06:00,user5@contoso.com,user5,203.0.113.14,10.0.0.7,HOST05,session_05,RemoteServiceStart,4648,RDP
2026-02-05 09:10:00,user5@contoso.com,user5,203.0.113.14,10.0.0.8,HOST05,session_05,RemoteServiceStart,4625,RDP
2026-02-05 09:14:00,user5@contoso.com,user5,203.0.113.14,10.0.0.9,HOST05,session_05,RDPLogin,4625,RDP
2026-02-05 09:18:00,user5@contoso.com,user5,203.0.113.14,10.0.0.10,HOST05,session_05,RemoteDesktopConnect,4624,RDP
2026-02-06 08:42:00,user6@contoso.com,user6,203.0.113.15,10.0.0.1,HOST06,session_06,RemoteServiceStart,4624,RDP
2026-02-06 08:46:00,user6@contoso.com,user6,203.0.113.15,10.0.0.2,HOST06,session_06,RemoteServiceStart,4648,RDP
2026-02-06 08:50:00,user6@contoso.com,user6,203.0.113.15,10.0.0.3,HOST06,session_06,RDPLogin,4624,RDP
2026-02-06 08:54:00,user6@contoso.com,user6,203.0.113.15,10.0.0.4,HOST06,session_06,RDPLogin,4625,RDP
2026-02-06 08:58:00,user6@contoso.com,user6,203.0.113.15,10.0.0.5,HOST06,session_06,RDPLogin,4625,RDP
2026-02-06 09:02:00,user6@contoso.com,user6,203.0.113.15,10.0.0.6,HOST06,session_06,RemoteDesktopConnect,4648,RDP
2026-02-06 09:06:00,user6@contoso.com,user6,203.0.113.15,10.0.0.7,HOST06,session_06,RDPLogin,4624,RDP
2026-02-06 09:10:00,user6@contoso.com,user6,203.0.113.15,10.0.0.8,HOST06,session_06,RemoteServiceStart,4625,RDP
2026-02-06 09:14:00,user6@contoso.com,user6,203.0.113.15,10.0.0.9,HOST06,session_06,RDPLogin,4648,RDP
2026-02-06 09:18:00,user6@contoso.com,user6,203.0.113.15,10.0.0.10,HOST06,session_06,RemoteDesktopConnect,4648,RDP
2026-02-07 08:42:00,user7@contoso.com,user7,203.0.113.16,10.0.0.1,HOST07,session_07,RDPLogin,4648,RDP
2026-02-07 08:46:00,user7@contoso.com,user7,203.0.113.16,10.0.0.2,HOST07,session_07,RemoteDesktopConnect,4625,RDP
2026-02-07 08:50:00,user7@contoso.com,user7,203.0.113.16,10.0.0.3,HOST07,session_07,RDPLogin,4648,RDP
2026-02-07 08:54:00,user7@contoso.com,user7,203.0.113.16,10.0.0.4,HOST07,session_07,RDPLogin,4624,RDP
2026-02-07 08:58:00,user7@contoso.com,user7,203.0.113.16,10.0.0.5,HOST07,session_07,RemoteServiceStart,4625,RDP
2026-02-07 09:02:00,user7@contoso.com,user7,203.0.113.16,10.0.0.6,HOST07,session_07,RDPLogin,4648,RDP
2026-02-07 09:06:00,user7@contoso.com,user7,203.0.113.16,10.0.0.7,HOST07,session_07,RemoteServiceStart,4648,RDP
2026-02-07 09:10:00,user7@contoso.com,user7,203.0.113.16,10.0.0.8,HOST07,session_07,RemoteServiceStart,4624,RDP
2026-02-07 09:14:00,user7@contoso.com,user7,203.0.113.16,10.0.0.9,HOST07,session_07,RDPLogin,4625,RDP
2026-02-07 09:18:00,user7@contoso.com,user7,203.0.113.16,10.0.0.10,HOST07,session_07,RDPLogin,4624,RDP
2026-02-08 08:42:00,user8@contoso.com,user8,203.0.113.17,10.0.0.1,HOST08,session_08,RemoteDesktopConnect,4624,RDP
2026-02-08 08:46:00,user8@contoso.com,user8,203.0.113.17,10.0.0.2,HOST08,session_08,RemoteDesktopConnect,4624,RDP
2026-02-08 08:50:00,user8@contoso.com,user8,203.0.113.17,10.0.0.3,HOST08,session_08,RemoteDesktopConnect,4625,RDP
2026-02-08 08:54:00,user8@contoso.com,user8,203.0.113.17,10.0.0.4,HOST08,session_08,RemoteServiceStart,4625,RDP
2026-02-08 08:58:00,user8@contoso.com,user8,203.0.113.17,10.0.0.5,HOST08,session_08,RemoteServiceStart,4624,RDP
2026-02-08 09:02:00,user8@contoso.com,user8,203.0.113.17,10.0.0.6,HOST08,session_08,RemoteDesktopConnect,4648,RDP
2026-02-08 09:06:00,user8@contoso.com,user8,203.0.113.17,10.0.0.7,HOST08,session_08,RDPLogin,4625,RDP
2026-02-08 09:10:00,user8@contoso.com,user8,203.0.113.17,10.0.0.8,HOST08,session_08,RemoteDesktopConnect,4648,RDP
2026-02-08 09:14:00,user8@contoso.com,user8,203.0.113.17,10.0.0.9,HOST08,session_08,RDPLogin,4625,RDP
2026-02-08 09:18:00,user8@contoso.com,user8,203.0.113.17,10.0.0.10,HOST08,session_08,RDPLogin,4625,RDP
2026-02-09 08:42:00,user9@contoso.com,user9,203.0.113.18,10.0.0.1,HOST09,session_09,RemoteDesktopConnect,4625,RDP
2026-02-09 08:46:00,user9@contoso.com,user9,203.0.113.18,10.0.0.2,HOST09,session_09,RemoteDesktopConnect,4648,RDP
2026-02-09 08:50:00,user9@contoso.com,user9,203.0.113.18,10.0.0.3,HOST09,session_09,RDPLogin,4625,RDP
2026-02-09 08:54:00,user9@contoso.com,user9,203.0.113.18,10.0.0.4,HOST09,session_09,RemoteDesktopConnect,4648,RDP
2026-02-09 08:58:00,user9@contoso.com,user9,203.0.113.18,10.0.0.5,HOST09,session_09,RemoteServiceStart,4624,RDP
2026-02-09 09:02:00,user9@contoso.com,user9,203.0.113.18,10.0.0.6,HOST09,session_09,RemoteDesktopConnect,4624,RDP
2026-02-09 09:06:00,user9@contoso.com,user9,203.0.113.18,10.0.0.7,HOST09,session_09,RDPLogin,4648,RDP
2026-02-09 09:10:00,user9@contoso.com,user9,203.0.113.18,10.0.0.8,HOST09,session_09,RemoteServiceStart,4625,RDP
2026-02-09 09:14:00,user9@contoso.com,user9,203.0.113.18,10.0.0.9,HOST09,session_09,RemoteServiceStart,4648,RDP
2026-02-09 09:18:00,user9@contoso.com,user9,203.0.113.18,10.0.0.10,HOST09,session_09,RemoteServiceStart,4624,RDP
2026-02-10 08:42:00,user10@contoso.com,user10,203.0.113.19,10.0.0.1,HOST10,session_10,RDPLogin,4625,RDP
2026-02-10 08:46:00,user10@contoso.com,user10,203.0.113.19,10.0.0.2,HOST10,session_10,RDPLogin,4625,RDP
2026-02-10 08:50:00,user10@contoso.com,user10,203.0.113.19,10.0.0.3,HOST10,session_10,RemoteDesktopConnect,4625,RDP
2026-02-10 08:54:00,user10@contoso.com,user10,203.0.113.19,10.0.0.4,HOST10,session_10,RemoteServiceStart,4648,RDP
2026-02-10 08:58:00,user10@contoso.com,user10,203.0.113.19,10.0.0.5,HOST10,session_10,RemoteDesktopConnect,4624,RDP
2026-02-10 09:02:00,user10@contoso.com,user10,203.0.113.19,10.0.0.6,HOST10,session_10,RemoteDesktopConnect,4625,RDP
2026-02-10 09:06:00,user10@contoso.com,user10,203.0.113.19,10.0.0.7,HOST10,session_10,RemoteServiceStart,4624,RDP
2026-02-10 09:10:00,user10@contoso.com,user10,203.0.113.19,10.0.0.8,HOST10,session_10,RemoteServiceStart,4625,RDP
2026-02-10 09:14:00,user10@contoso.com,user10,203.0.113.19,10.0.0.9,HOST10,session_10,RemoteServiceStart,4648,RDP
2026-02-10 09:18:00,user10@contoso.com,user10,203.0.113.19,10.0.0.10,HOST10,session_10,RDPLogin,4625,RDP
